	subject_ID	RT	Condition	Display_Size
1289	8	1485.4	disjunction_negative	15
1290	8	658.8	disjunction_negative	1
1291	8	1271.0	disjunction_negative	5
1292	8	755.9	disjunction_negative	1
1293	8	775.6	disjunction_negative	1
1294	8	1234.5	disjunction_negative	5
1295	8	1371.1	disjunction_negative	15
1296	8	1118.4	disjunction_negative	5
1297	8	667.4	disjunction_negative	15
1298	8	1211.0	disjunction_negative	15
1299	8	788.8	disjunction_negative	5
1300	8	971.7	disjunction_negative	5
1301	8	702.6	disjunction_negative	15
1302	8	845.5	disjunction_negative	5
1303	8	1544.4	disjunction_negative	30
1304	8	1764.9	disjunction_negative	30
1305	8	871.9	disjunction_negative	5
1306	8	1102.8	disjunction_negative	1
1307	8	588.7	disjunction_negative	1
1308	8	1263.2	disjunction_negative	15
1309	8	814.0	disjunction_negative	30
1310	8	788.4	disjunction_negative	5
1311	8	671.1	disjunction_negative	30
1312	8	574.4	disjunction_negative	1
1313	8	734.6	disjunction_negative	5
1314	8	846.9	disjunction_negative	5
1315	8	1189.1	disjunction_negative	15
1316	8	1274.3	disjunction_negative	1
1317	8	1018.7	disjunction_negative	15
1318	8	1251.9	disjunction_negative	5
1319	8	1644.0	disjunction_negative	15
1320	8	1332.5	disjunction_negative	5
1321	8	1206.1	disjunction_negative	15
1322	8	784.1	disjunction_negative	15
1323	8	810.2	disjunction_negative	15
1324	8	980.6	disjunction_negative	30
1325	8	1395.8	disjunction_negative	15
1326	8	742.4	disjunction_negative	1
1327	8	963.2	disjunction_negative	5
1328	8	853.4	disjunction_negative	1
1329	8	624.8	disjunction_negative	1
1330	8	1889.9	disjunction_negative	30
1331	8	1328.4	disjunction_negative	1
1332	8	709.4	disjunction_negative	5
1333	8	906.3	disjunction_negative	15
1334	8	779.9	disjunction_negative	5
1335	8	710.6	disjunction_negative	5
1336	8	756.4	disjunction_negative	1
1337	8	644.7	disjunction_negative	1
1338	8	802.9	disjunction_negative	30
1339	8	786.7	disjunction_negative	1
1340	8	849.4	disjunction_negative	30
1341	8	888.9	disjunction_negative	30
1342	8	808.0	disjunction_negative	5
1343	8	914.1	disjunction_negative	1
1344	8	1895.2	disjunction_negative	30
1345	8	1599.1	disjunction_negative	30
1346	8	969.0	disjunction_negative	15
1347	8	924.5	disjunction_negative	1
1348	8	829.6	disjunction_negative	1
1349	8	939.9	disjunction_negative	15
1350	8	1053.1	disjunction_negative	1
1351	8	1699.6	disjunction_negative	30
1352	8	697.1	disjunction_negative	5
1353	8	1447.1	disjunction_negative	30
1354	8	770.8	disjunction_negative	5
1355	8	831.2	disjunction_negative	5
1356	8	1287.7	disjunction_negative	15
1357	8	1790.4	disjunction_negative	30
1358	8	1552.4	disjunction_negative	30
1359	8	956.6	disjunction_negative	15
1360	8	1523.1	disjunction_negative	15
1361	8	1023.0	disjunction_negative	15
1362	9	1105.5	disjunction_negative	5
1363	9	777.6	disjunction_negative	1
1364	9	1575.8	disjunction_negative	30
1365	9	695.8	disjunction_negative	1
1366	9	1083.1	disjunction_negative	30
1367	9	891.0	disjunction_negative	5
1368	9	941.9	disjunction_negative	15
1369	9	1076.5	disjunction_negative	15
1370	9	665.0	disjunction_negative	5
1371	9	1065.4	disjunction_negative	15
1372	9	1035.3	disjunction_negative	15
1373	9	684.0	disjunction_negative	1
1374	9	584.6	disjunction_negative	15
1375	9	578.8	disjunction_negative	1
1376	9	502.6	disjunction_negative	5
1377	9	646.5	disjunction_negative	1
1378	9	688.7	disjunction_negative	1
1379	9	586.2	disjunction_negative	5
1380	9	843.8	disjunction_negative	30
1381	9	620.1	disjunction_negative	5
1382	9	509.8	disjunction_negative	15
1383	9	467.7	disjunction_negative	15
1384	9	719.0	disjunction_negative	1
1385	9	476.5	disjunction_negative	1
1386	9	519.6	disjunction_negative	1
1387	9	560.8	disjunction_negative	30
1388	9	492.6	disjunction_negative	15
1389	9	653.7	disjunction_negative	15
1390	9	1072.3	disjunction_negative	5
1391	9	722.2	disjunction_negative	5
1392	9	628.6	disjunction_negative	1
1393	9	502.7	disjunction_negative	1
1394	9	557.4	disjunction_negative	30
1395	9	685.1	disjunction_negative	1
1396	9	926.8	disjunction_negative	5
1397	9	723.0	disjunction_negative	15
1398	9	858.0	disjunction_negative	15
1399	9	727.5	disjunction_negative	15
1400	9	617.6	disjunction_negative	15
1401	9	693.5	disjunction_negative	30
1402	9	653.0	disjunction_negative	1
1403	9	902.0	disjunction_negative	15
1404	9	516.7	disjunction_negative	5
1405	9	566.3	disjunction_negative	5
1406	9	645.7	disjunction_negative	15
1407	9	759.9	disjunction_negative	5
1408	9	1093.3	disjunction_negative	1
1409	9	752.5	disjunction_negative	5
1410	9	535.6	disjunction_negative	30
1411	9	637.4	disjunction_negative	30
1412	9	733.2	disjunction_negative	30
1413	9	608.8	disjunction_negative	5
1414	9	659.4	disjunction_negative	30
1415	9	606.9	disjunction_negative	30
1416	9	681.5	disjunction_negative	1
1417	9	814.1	disjunction_negative	1
1418	9	656.6	disjunction_negative	5
1419	9	534.5	disjunction_negative	30
1420	9	616.8	disjunction_negative	30
1421	9	581.1	disjunction_negative	30
1422	9	726.2	disjunction_negative	30
1423	9	569.9	disjunction_negative	5
1424	9	807.5	disjunction_negative	30
1425	9	1105.2	disjunction_negative	30
1426	9	1124.8	disjunction_negative	30
1427	9	711.9	disjunction_negative	15
1428	9	973.4	disjunction_negative	15
1429	9	724.3	disjunction_negative	5
1430	9	892.0	disjunction_negative	15
1431	9	633.4	disjunction_negative	5
1432	9	792.0	disjunction_negative	1
1433	9	687.5	disjunction_negative	30
1434	9	667.9	disjunction_negative	30
1435	9	712.2	disjunction_negative	5
1436	9	794.1	disjunction_negative	15
1437	9	468.6	disjunction_negative	5
1438	9	556.4	disjunction_negative	15
1439	9	612.7	disjunction_negative	15
1440	9	751.9	disjunction_negative	30
1441	9	916.0	disjunction_negative	15
1442	9	922.7	disjunction_negative	1
1443	9	795.1	disjunction_negative	5
1444	9	586.1	disjunction_negative	1
1445	9	725.5	disjunction_negative	15
1446	9	808.9	disjunction_negative	15
1447	9	538.9	disjunction_negative	15
1448	9	565.0	disjunction_negative	15
1449	9	786.2	disjunction_negative	1
1450	9	667.6	disjunction_negative	5
1451	9	482.7	disjunction_negative	30
1452	9	617.0	disjunction_negative	5
1453	9	602.8	disjunction_negative	1
1454	9	601.7	disjunction_negative	1
1455	9	600.2	disjunction_negative	5
1456	9	959.9	disjunction_negative	30
1457	9	582.9	disjunction_negative	5
1458	9	597.6	disjunction_negative	5
1459	9	598.1	disjunction_negative	1
1460	9	498.5	disjunction_negative	5
1461	9	493.4	disjunction_negative	5
1462	9	531.2	disjunction_negative	5
1463	9	708.8	disjunction_negative	5
1464	9	562.4	disjunction_negative	5
1465	9	677.4	disjunction_negative	15
1466	9	762.5	disjunction_negative	15
1467	9	414.3	disjunction_negative	1
1468	9	453.3	disjunction_negative	15
1469	9	607.3	disjunction_negative	30
1470	9	514.0	disjunction_negative	1
1471	9	507.7	disjunction_negative	1
1472	9	684.0	disjunction_negative	15
1473	9	561.0	disjunction_negative	1
1474	9	1140.3	disjunction_negative	30
1475	9	621.0	disjunction_negative	15
1476	9	583.7	disjunction_negative	30
1477	9	570.6	disjunction_negative	30
1478	9	683.6	disjunction_negative	30
1479	9	633.1	disjunction_negative	30
1480	9	998.2	disjunction_negative	1
1481	9	542.8	disjunction_negative	30
1482	9	554.8	disjunction_negative	30
1483	9	502.9	disjunction_negative	1
1484	9	1161.7	disjunction_negative	1
1485	9	550.7	disjunction_negative	1
1486	9	657.0	disjunction_negative	30
1487	9	599.7	disjunction_negative	15
1488	9	601.4	disjunction_negative	1
1489	9	601.0	disjunction_negative	15
1490	9	550.2	disjunction_negative	1
1491	9	585.8	disjunction_negative	30
1492	9	706.6	disjunction_negative	1
1493	9	601.8	disjunction_negative	15
1494	9	625.1	disjunction_negative	15
1495	9	575.3	disjunction_negative	15
1496	9	671.4	disjunction_negative	15
1497	9	548.0	disjunction_negative	30
1498	9	501.2	disjunction_negative	1
1499	9	555.4	disjunction_negative	30
1500	9	541.1	disjunction_negative	15
1501	9	523.0	disjunction_negative	15
1502	9	590.6	disjunction_negative	30
1503	9	601.3	disjunction_negative	1
1504	9	543.0	disjunction_negative	1
1505	9	585.8	disjunction_negative	30
1506	9	767.8	disjunction_negative	15
1507	9	527.9	disjunction_negative	15
1508	9	568.5	disjunction_negative	15
1509	9	554.7	disjunction_negative	15
1510	9	597.2	disjunction_negative	15
1511	9	562.4	disjunction_negative	1
1512	9	760.5	disjunction_negative	30
1513	9	691.5	disjunction_negative	30
1514	9	793.5	disjunction_negative	15
1515	9	974.7	disjunction_negative	5
1516	9	725.6	disjunction_negative	5
1517	9	643.8	disjunction_negative	5
1518	9	776.8	disjunction_negative	30
1519	9	532.6	disjunction_negative	15
1520	9	799.7	disjunction_negative	15
1521	9	537.3	disjunction_negative	1
1522	9	608.3	disjunction_negative	30
1523	9	605.7	disjunction_negative	30
1524	9	548.0	disjunction_negative	5
1525	9	591.4	disjunction_negative	30
1526	9	554.3	disjunction_negative	30
1527	9	701.7	disjunction_negative	1
1528	9	617.9	disjunction_negative	30
1529	9	672.3	disjunction_negative	5
1530	9	495.9	disjunction_negative	5
1531	9	832.1	disjunction_negative	1
1532	9	1025.6	disjunction_negative	30
1533	9	655.2	disjunction_negative	5
1534	9	823.0	disjunction_negative	30
1535	9	806.4	disjunction_negative	1
1536	9	876.5	disjunction_negative	1
1537	9	546.9	disjunction_negative	5
1538	9	493.4	disjunction_negative	1
1539	9	682.5	disjunction_negative	5
1540	9	655.0	disjunction_negative	5
1541	9	573.1	disjunction_negative	1
1542	9	520.2	disjunction_negative	5
1543	9	557.6	disjunction_negative	5
1544	9	525.5	disjunction_negative	1
1545	9	567.9	disjunction_negative	5
1546	9	704.2	disjunction_negative	5
1547	9	994.5	disjunction_negative	5
1548	10	1446.1	disjunction_negative	30
1549	10	1172.4	disjunction_negative	1
1550	10	982.2	disjunction_negative	5
1551	10	641.4	disjunction_negative	1
1552	10	951.1	disjunction_negative	1
1553	10	1502.9	disjunction_negative	30
1554	10	727.9	disjunction_negative	1
1555	10	1253.0	disjunction_negative	30
1556	10	1132.8	disjunction_negative	5
1557	10	574.9	disjunction_negative	1
1558	10	1094.4	disjunction_negative	5
1559	10	724.1	disjunction_negative	15
1560	10	1307.2	disjunction_negative	5
1561	10	818.0	disjunction_negative	15
1562	10	939.3	disjunction_negative	1
1563	10	677.0	disjunction_negative	1
1564	10	870.1	disjunction_negative	30
1565	10	600.8	disjunction_negative	15
1566	10	730.5	disjunction_negative	15
1567	10	601.0	disjunction_negative	30
1568	10	1466.0	disjunction_negative	30
1569	10	1019.3	disjunction_negative	5
1570	10	987.0	disjunction_negative	1
1571	10	845.7	disjunction_negative	1
1572	10	1356.7	disjunction_negative	30
1573	10	1120.5	disjunction_negative	15
1574	10	1501.6	disjunction_negative	15
1575	10	731.5	disjunction_negative	15
1576	10	878.5	disjunction_negative	5
1577	10	832.7	disjunction_negative	30
1578	10	657.1	disjunction_negative	1
1579	10	577.0	disjunction_negative	15
1580	10	686.4	disjunction_negative	1
1581	10	1421.2	disjunction_negative	30
1582	10	1086.3	disjunction_negative	30
1583	10	670.2	disjunction_negative	1
1584	10	685.2	disjunction_negative	1
1585	10	1276.9	disjunction_negative	15
1586	10	884.1	disjunction_negative	5
1587	10	1066.7	disjunction_negative	30
1588	10	600.4	disjunction_negative	5
1589	10	682.3	disjunction_negative	5
1590	10	1320.9	disjunction_negative	30
1591	10	679.8	disjunction_negative	30
1592	10	694.3	disjunction_negative	30
1593	10	804.9	disjunction_negative	30
1594	10	774.3	disjunction_negative	1
1595	10	677.3	disjunction_negative	15
1596	10	802.2	disjunction_negative	15
1597	10	825.9	disjunction_negative	15
1598	10	1511.7	disjunction_negative	5
1599	10	599.5	disjunction_negative	15
1600	10	697.1	disjunction_negative	5
1601	10	679.2	disjunction_negative	15
1602	10	732.9	disjunction_negative	1
1603	10	553.4	disjunction_negative	5
1604	10	589.4	disjunction_negative	5
1605	10	847.7	disjunction_negative	5
1606	10	599.5	disjunction_negative	5
1607	10	1257.7	disjunction_negative	5
1608	10	1408.8	disjunction_negative	15
1609	10	644.0	disjunction_negative	5
1610	10	1756.7	disjunction_negative	30
1611	10	2165.8	disjunction_negative	30
1612	10	1564.2	disjunction_negative	30
1613	10	855.4	disjunction_negative	30
1614	10	808.9	disjunction_negative	5
1615	10	658.6	disjunction_negative	15
1616	10	946.6	disjunction_negative	30
1617	10	982.3	disjunction_negative	5
1618	10	760.8	disjunction_negative	15
1619	10	786.6	disjunction_negative	1
1620	10	765.3	disjunction_negative	5
1621	10	776.4	disjunction_negative	5
1622	10	628.7	disjunction_negative	5
1623	10	602.4	disjunction_negative	5
1624	10	972.5	disjunction_negative	1
1625	10	488.2	disjunction_negative	5
1626	10	580.0	disjunction_negative	5
1627	10	1286.3	disjunction_negative	30
1628	10	774.4	disjunction_negative	5
1629	10	645.7	disjunction_negative	5
1630	10	902.1	disjunction_negative	1
1631	10	541.3	disjunction_negative	5
1632	10	722.2	disjunction_negative	5
1633	10	647.8	disjunction_negative	5
1634	10	919.4	disjunction_negative	1
1635	10	845.1	disjunction_negative	15
1636	10	661.5	disjunction_negative	15
1637	10	565.3	disjunction_negative	5
1638	10	840.4	disjunction_negative	15
1639	10	1280.9	disjunction_negative	15
1640	10	935.3	disjunction_negative	15
1641	10	1619.4	disjunction_negative	30
1642	10	812.7	disjunction_negative	30
1643	10	886.5	disjunction_negative	1
1644	10	957.1	disjunction_negative	30
1645	10	609.0	disjunction_negative	1
1646	10	546.8	disjunction_negative	1
1647	10	612.6	disjunction_negative	1
1648	10	597.9	disjunction_negative	1
1649	10	808.2	disjunction_negative	1
1650	10	603.2	disjunction_negative	1
1651	10	637.1	disjunction_negative	1
1652	10	1485.7	disjunction_negative	30
1653	10	1453.8	disjunction_negative	30
1654	10	654.0	disjunction_negative	1
1655	10	621.8	disjunction_negative	1
1656	10	839.5	disjunction_negative	15
1657	10	1173.4	disjunction_negative	30
1658	10	1266.2	disjunction_negative	30
1659	10	857.4	disjunction_negative	30
1660	10	1574.5	disjunction_negative	30
1661	10	1297.7	disjunction_negative	15
1662	10	882.6	disjunction_negative	15
1663	10	669.7	disjunction_negative	15
1664	10	845.0	disjunction_negative	15
1665	10	638.1	disjunction_negative	15
1666	10	740.4	disjunction_negative	15
1667	10	608.9	disjunction_negative	15
1668	10	846.8	disjunction_negative	1
1669	10	1621.9	disjunction_negative	15
1670	10	1015.9	disjunction_negative	15
1671	10	760.6	disjunction_negative	5
1672	10	919.8	disjunction_negative	30
1673	10	921.5	disjunction_negative	15
1674	10	581.4	disjunction_negative	5
1675	10	1100.7	disjunction_negative	5
1676	10	910.5	disjunction_negative	5
1677	10	916.4	disjunction_negative	1
1678	10	1895.2	disjunction_negative	15
1679	10	757.5	disjunction_negative	5
1680	10	1553.6	disjunction_negative	5
1681	10	609.9	disjunction_negative	1
1682	10	1475.8	disjunction_negative	30
1683	10	937.4	disjunction_negative	30
1684	10	626.4	disjunction_negative	15
1685	10	1251.6	disjunction_negative	30
1686	10	715.9	disjunction_negative	5
1687	10	1673.0	disjunction_negative	30
1688	10	649.9	disjunction_negative	5
1689	10	857.8	disjunction_negative	5
1690	10	721.7	disjunction_negative	5
1691	10	1299.5	disjunction_negative	30
1692	10	1145.2	disjunction_negative	15
1693	10	1637.5	disjunction_negative	1
1694	10	1054.2	disjunction_negative	15
1695	10	1038.1	disjunction_negative	30
1696	10	657.1	disjunction_negative	5
1697	10	1469.5	disjunction_negative	30
1698	10	1619.7	disjunction_negative	30
1699	10	1132.8	disjunction_negative	30
1700	10	841.4	disjunction_negative	1
1701	10	1123.7	disjunction_negative	15
1702	10	1345.1	disjunction_negative	15
1703	10	917.7	disjunction_negative	15
1704	10	1279.9	disjunction_negative	15
1705	10	710.3	disjunction_negative	1
1706	10	1651.9	disjunction_negative	30
1707	10	1324.1	disjunction_negative	15
1708	10	641.0	disjunction_negative	5
1709	10	588.3	disjunction_negative	1
1710	10	655.3	disjunction_negative	15
1711	10	1587.6	disjunction_negative	1
1712	10	1406.0	disjunction_negative	1
1713	10	933.6	disjunction_negative	15
1714	10	856.1	disjunction_negative	30
1715	10	818.3	disjunction_negative	30
1716	10	985.3	disjunction_negative	15
1717	10	529.7	disjunction_negative	15
1718	10	894.2	disjunction_negative	1
1719	10	948.5	disjunction_negative	5
1720	10	725.7	disjunction_negative	1
1721	10	1017.2	disjunction_negative	30
1722	10	1026.2	disjunction_negative	30
1723	10	675.5	disjunction_negative	1
1724	10	1138.8	disjunction_negative	5
1725	10	962.8	disjunction_negative	1
1726	10	941.8	disjunction_negative	1
1727	10	594.3	disjunction_negative	1
1728	10	1372.0	disjunction_negative	30
1729	10	655.3	disjunction_negative	5
1730	10	606.9	disjunction_negative	5
1731	11	1357.7	disjunction_negative	15
1732	11	817.4	disjunction_negative	1
1733	11	1461.7	disjunction_negative	1
1734	11	853.5	disjunction_negative	5
1735	11	618.4	disjunction_negative	1
1736	11	884.8	disjunction_negative	1
1737	11	1069.7	disjunction_negative	15
1738	11	1997.0	disjunction_negative	15
1739	11	822.7	disjunction_negative	1
1740	11	688.0	disjunction_negative	1
1741	11	1166.8	disjunction_negative	15
1742	11	1474.8	disjunction_negative	15
1743	11	1857.9	disjunction_negative	30
1744	11	562.5	disjunction_negative	1
1745	11	966.3	disjunction_negative	15
1746	11	911.9	disjunction_negative	15
1747	11	1381.7	disjunction_negative	30
1748	11	745.7	disjunction_negative	5
1749	11	1324.2	disjunction_negative	30
1750	11	737.3	disjunction_negative	5
1751	11	1202.5	disjunction_negative	30
1752	11	1740.2	disjunction_negative	15
1753	11	794.4	disjunction_negative	1
1754	11	1124.9	disjunction_negative	30
1755	11	783.0	disjunction_negative	1
1756	11	809.7	disjunction_negative	1
1757	11	1059.6	disjunction_negative	15
1758	11	1012.2	disjunction_negative	5
1759	11	1221.8	disjunction_negative	5
1760	11	1247.0	disjunction_negative	15
1761	11	679.1	disjunction_negative	1
1762	11	646.2	disjunction_negative	1
1763	11	582.2	disjunction_negative	1
1764	11	1336.5	disjunction_negative	5
1765	11	715.6	disjunction_negative	5
1766	11	648.8	disjunction_negative	5
1767	11	521.7	disjunction_negative	1
1768	11	1027.9	disjunction_negative	15
1769	11	516.8	disjunction_negative	5
1770	11	1066.0	disjunction_negative	30
1771	11	745.2	disjunction_negative	5
1772	11	613.7	disjunction_negative	15
1773	11	870.9	disjunction_negative	30
1774	11	692.4	disjunction_negative	15
1775	11	1184.3	disjunction_negative	15
1776	11	570.7	disjunction_negative	5
1777	11	1166.1	disjunction_negative	30
1778	11	1325.0	disjunction_negative	30
1779	11	866.4	disjunction_negative	5
1780	11	668.5	disjunction_negative	5
1781	11	1196.1	disjunction_negative	5
1782	11	726.4	disjunction_negative	15
1783	11	403.5	disjunction_negative	30
1784	11	621.8	disjunction_negative	5
1785	11	638.9	disjunction_negative	30
1786	11	495.2	disjunction_negative	30
1787	11	1493.8	disjunction_negative	30
1788	11	1315.8	disjunction_negative	30
1789	11	1210.9	disjunction_negative	30
1790	11	1326.8	disjunction_negative	30
1791	11	1097.1	disjunction_negative	5
1792	11	822.9	disjunction_negative	5
1793	11	1337.9	disjunction_negative	15
1794	11	766.4	disjunction_negative	1
1795	11	1017.7	disjunction_negative	1
1796	11	709.9	disjunction_negative	5
1797	11	788.3	disjunction_negative	1
1798	11	1032.2	disjunction_negative	5
1799	11	1048.7	disjunction_negative	15
1800	11	1790.7	disjunction_negative	15
1801	11	1790.6	disjunction_negative	15
1802	11	1596.1	disjunction_negative	30
1803	11	1609.8	disjunction_negative	30
1804	11	642.6	disjunction_negative	5
1805	11	595.2	disjunction_negative	5
1806	11	822.4	disjunction_negative	5
1807	11	879.7	disjunction_negative	15
1808	11	762.4	disjunction_negative	1
1809	11	1622.3	disjunction_negative	30
1810	11	600.3	disjunction_negative	1
1811	11	728.5	disjunction_negative	1
1812	11	796.1	disjunction_negative	5
1813	11	2086.6	disjunction_negative	15
1814	11	672.9	disjunction_negative	5
1815	11	1697.6	disjunction_negative	30
1816	11	695.1	disjunction_negative	1
1817	11	1964.4	disjunction_negative	15
1818	11	1450.9	disjunction_negative	15
1819	11	667.7	disjunction_negative	5
1820	11	732.2	disjunction_negative	1
1821	11	652.6	disjunction_negative	5
1822	11	872.3	disjunction_negative	15
1823	11	1119.4	disjunction_negative	30
1824	11	1137.9	disjunction_negative	15
1825	11	1097.0	disjunction_negative	15
1826	11	859.7	disjunction_negative	15
1827	11	1062.2	disjunction_negative	30
1828	11	613.8	disjunction_negative	5
1829	11	819.1	disjunction_negative	15
1830	11	556.0	disjunction_negative	1
1831	11	896.0	disjunction_negative	5
1832	11	774.3	disjunction_negative	30
1833	11	705.6	disjunction_negative	30
1834	11	847.4	disjunction_negative	1
1835	11	1281.5	disjunction_negative	15
1836	11	744.0	disjunction_negative	5
1837	11	660.6	disjunction_negative	15
1838	11	916.4	disjunction_negative	5
1839	11	665.4	disjunction_negative	1
1840	11	488.8	disjunction_negative	1
1841	11	559.3	disjunction_negative	1
1842	11	723.3	disjunction_negative	15
1843	11	640.5	disjunction_negative	1
1844	11	641.2	disjunction_negative	1
1845	11	465.6	disjunction_negative	1
1846	11	625.5	disjunction_negative	1
1847	11	1224.1	disjunction_negative	15
1848	11	1005.6	disjunction_negative	5
1849	11	607.1	disjunction_negative	1
1850	11	1197.2	disjunction_negative	15
1851	11	948.9	disjunction_negative	5
1852	11	928.7	disjunction_negative	30
1853	11	769.7	disjunction_negative	1
1854	11	1166.8	disjunction_negative	5
1855	11	970.0	disjunction_negative	15
1856	11	973.3	disjunction_negative	5
1857	11	1823.6	disjunction_negative	30
1858	11	928.8	disjunction_negative	15
1859	11	1381.4	disjunction_negative	15
1860	11	1879.9	disjunction_negative	30
1861	11	1079.5	disjunction_negative	5
1862	11	1050.1	disjunction_negative	5
1863	11	1495.0	disjunction_negative	15
1864	11	597.5	disjunction_negative	5
1865	11	2089.3	disjunction_negative	30
1866	11	692.8	disjunction_negative	1
1867	11	1349.8	disjunction_negative	5
1868	11	649.7	disjunction_negative	5
1869	11	1035.3	disjunction_negative	30
1870	11	1516.0	disjunction_negative	30
1871	11	1721.1	disjunction_negative	30
1872	11	526.3	disjunction_negative	1
1873	11	672.8	disjunction_negative	1
1874	11	479.7	disjunction_negative	1
1875	11	758.3	disjunction_negative	5
1876	11	1299.9	disjunction_negative	5
1877	11	1241.6	disjunction_negative	30
1878	11	610.0	disjunction_negative	1
1879	11	709.8	disjunction_negative	5
1880	11	679.0	disjunction_negative	5
1881	11	1205.9	disjunction_negative	30
1882	11	543.8	disjunction_negative	5
1883	11	548.6	disjunction_negative	5
1884	11	839.8	disjunction_negative	1
1885	11	754.8	disjunction_negative	1
1886	11	600.4	disjunction_negative	1
1887	11	1005.4	disjunction_negative	30
1888	11	1951.4	disjunction_negative	30
1889	11	843.1	disjunction_negative	15
1890	11	514.9	disjunction_negative	1
1891	11	504.0	disjunction_negative	1
1892	11	637.9	disjunction_negative	1
1893	11	615.5	disjunction_negative	1
1894	11	678.7	disjunction_negative	1
1895	11	1985.4	disjunction_negative	30
1896	11	796.0	disjunction_negative	15
1897	11	854.5	disjunction_negative	15
1898	11	1040.9	disjunction_negative	30
1899	11	1117.7	disjunction_negative	15
1900	11	970.9	disjunction_negative	15
1901	11	1150.2	disjunction_negative	15
1902	11	1020.0	disjunction_negative	15
1903	11	961.3	disjunction_negative	15
1904	11	901.1	disjunction_negative	15
1905	11	971.1	disjunction_negative	15
1906	1	795.0	disjunction_color	5
1907	1	517.4	disjunction_color	5
1908	1	644.6	disjunction_color	15
1909	1	714.2	disjunction_color	15
1910	1	681.2	disjunction_color	15
1911	1	553.3	disjunction_color	5
1912	1	550.4	disjunction_color	15
1913	1	700.6	disjunction_color	5
1914	1	489.4	disjunction_color	30
1915	1	564.5	disjunction_color	30
1916	1	872.1	disjunction_color	5
1917	1	549.6	disjunction_color	5
1918	1	553.5	disjunction_color	5
1919	1	638.5	disjunction_color	1
1920	1	532.7	disjunction_color	30
1921	1	507.5	disjunction_color	15
1922	1	528.6	disjunction_color	30
1923	1	485.4	disjunction_color	1
1924	1	512.7	disjunction_color	30
1925	1	603.6	disjunction_color	15
1926	1	607.6	disjunction_color	1
1927	1	541.1	disjunction_color	15
1928	1	493.0	disjunction_color	5
1929	1	541.5	disjunction_color	30
1930	1	558.4	disjunction_color	5
1931	1	514.4	disjunction_color	1
1932	1	764.7	disjunction_color	5
1933	1	567.6	disjunction_color	5
1934	1	523.7	disjunction_color	1
1935	1	667.8	disjunction_color	30
1936	1	443.4	disjunction_color	5
1937	1	527.9	disjunction_color	5
1938	1	490.8	disjunction_color	15
1939	1	505.9	disjunction_color	5
1940	1	461.2	disjunction_color	5
1941	1	714.1	disjunction_color	30
1942	1	388.4	disjunction_color	1
1943	1	530.6	disjunction_color	5
1944	1	518.7	disjunction_color	15
1945	1	489.7	disjunction_color	30
1946	1	592.1	disjunction_color	15
1947	1	529.6	disjunction_color	15
1948	1	395.1	disjunction_color	1
1949	1	421.7	disjunction_color	30
1950	1	515.4	disjunction_color	30
1951	1	473.1	disjunction_color	1
1952	1	599.2	disjunction_color	1
1953	1	502.5	disjunction_color	15
1954	1	712.3	disjunction_color	1
1955	1	437.8	disjunction_color	5
1956	1	511.0	disjunction_color	15
1957	1	404.3	disjunction_color	1
1958	1	414.4	disjunction_color	15
1959	1	375.9	disjunction_color	1
1960	1	567.4	disjunction_color	5
1961	1	566.8	disjunction_color	5
1962	1	505.5	disjunction_color	1
1963	1	598.3	disjunction_color	1
1964	1	525.2	disjunction_color	1
1965	1	483.0	disjunction_color	30
1966	1	529.0	disjunction_color	30
1967	1	552.1	disjunction_color	15
1968	1	558.2	disjunction_color	1
1969	1	615.1	disjunction_color	1
1970	1	581.1	disjunction_color	1
1971	1	603.4	disjunction_color	5
1972	1	496.0	disjunction_color	30
1973	1	440.9	disjunction_color	1
1974	1	449.9	disjunction_color	5
1975	1	532.9	disjunction_color	30
1976	1	534.3	disjunction_color	5
1977	1	459.5	disjunction_color	1
1978	1	632.8	disjunction_color	5
1979	1	440.0	disjunction_color	1
1980	1	500.9	disjunction_color	15
1981	1	442.6	disjunction_color	30
1982	1	422.6	disjunction_color	1
1983	1	560.0	disjunction_color	15
1984	1	468.7	disjunction_color	5
1985	1	515.3	disjunction_color	5
1986	1	536.2	disjunction_color	5
1987	1	500.0	disjunction_color	30
1988	1	472.9	disjunction_color	30
1989	1	440.3	disjunction_color	15
1990	1	352.6	disjunction_color	1
1991	1	300.7	disjunction_color	1
1992	1	458.5	disjunction_color	15
1993	1	370.3	disjunction_color	15
1994	2	906.5	disjunction_color	30
1995	2	800.8	disjunction_color	1
1996	2	604.8	disjunction_color	30
1997	2	606.4	disjunction_color	30
1998	2	568.7	disjunction_color	30
1999	2	555.9	disjunction_color	1
2000	2	636.9	disjunction_color	1
2001	2	525.7	disjunction_color	1
2002	2	531.1	disjunction_color	15
2003	2	455.3	disjunction_color	1
2004	2	414.9	disjunction_color	5
2005	2	622.7	disjunction_color	5
2006	2	465.0	disjunction_color	15
2007	2	551.4	disjunction_color	5
2008	2	426.5	disjunction_color	1
2009	2	618.1	disjunction_color	30
2010	2	542.8	disjunction_color	1
2011	2	577.5	disjunction_color	5
2012	2	633.6	disjunction_color	1
2013	2	461.4	disjunction_color	1
2014	2	597.9	disjunction_color	30
2015	2	455.3	disjunction_color	15
2016	2	479.7	disjunction_color	5
2017	2	500.8	disjunction_color	30
2018	2	490.6	disjunction_color	5
2019	2	417.4	disjunction_color	15
2020	2	649.2	disjunction_color	1
