Target_Type	Trial_Type	Display_Size	Target	Response	Key_press	RT	Uncertainty	Time	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur
disjunction	negative	30	Null	hit	F	30533	2	1344540	1	30669	1	0	next
disjunction	negative	5	Null	hit	F	12291	2	1400544	1	12334	1	0	next
disjunction	positive	15	X_blue	hit	J	5504	2	1438213	1	5667	1	0	next
disjunction	positive	1	S_green	hit	J	9543	2	1469215	1	9667	1	0	next
disjunction	positive	30	S_brown	hit	J	14860	2	1504217	1	15001	1	0	next
disjunction	positive	5	X_blue	hit	J	7006	2	1544553	1	7167	1	0	next
disjunction	positive	30	S_green	hit	J	11309	2	1577055	1	11501	1	0	next
disjunction	negative	5	Null	hit	F	10953	2	1613891	1	11001	1	0	next
disjunction	negative	15	Null	hit	F	13498	2	1650227	1	13668	1	0	next
disjunction	negative	5	Null	hit	F	6495	2	1689229	1	6667	1	0	next
disjunction	positive	30	T_blue	hit	J	4894	2	1721231	1	5000	1	0	next
disjunction	negative	5	Null	hit	F	15997	2	1751567	1	16168	1	0	next
disjunction	positive	1	S_brown	hit	J	7138	2	1793069	1	7334	1	0	next
disjunction	positive	5	S_green	hit	J	15107	2	1825738	1	15168	1	0	next
disjunction	positive	30	T_blue	hit	J	5645	2	1866241	1	5834	1	0	next
disjunction	positive	5	X_blue	hit	J	8721	2	1897409	1	8834	1	0	next
disjunction	negative	15	Null	hit	F	15833	2	1931578	1	16001	1	0	next
disjunction	positive	15	T_blue	hit	J	17855	2	1972914	1	18001	1	0	next
disjunction	negative	5	Null	hit	F	12120	2	2016250	1	12167	1	0	next
disjunction	positive	15	S_brown	incorrect	F	10622	2	2053753	1	10667	1	0	next
disjunction	positive	5	T_blue	hit	J	5496	2	2089755	1	5667	1	0	next
disjunction	positive	5	T_blue	hit	J	5535	2	2120757	1	5667	1	0	next
disjunction	positive	15	X_blue	hit	J	17737	2	2151759	1	17834	1	0	next
disjunction	negative	1	Null	hit	F	13286	2	2194928	1	13334	1	0	next
disjunction	negative	15	Null	incorrect	J	6302	2	2233598	1	6334	1	0	next
disjunction	negative	15	Null	hit	F	20711	2	2265266	1	20835	1	0	next
disjunction	positive	1	X_blue	hit	J	6385	2	2311436	1	6500	1	0	next
disjunction	negative	1	Null	incorrect	J	5108	2	2343271	1	5167	1	0	next
disjunction	positive	30	T_blue	hit	J	5327	2	2373773	1	5500	1	0	next
disjunction	positive	15	S_brown	hit	J	14011	2	2404609	1	14168	1	0	next
disjunction	positive	15	T_blue	hit	J	5075	2	2444111	1	5167	1	0	next
disjunction	positive	15	S_brown	hit	J	6728	2	2474613	1	6834	1	0	next
disjunction	positive	30	T_blue	hit	J	5286	2	2506782	1	5334	1	0	next
disjunction	positive	1	X_blue	hit	J	4854	2	2537450	1	5000	1	0	next
disjunction	negative	30	Null	hit	F	17398	2	2567786	1	17501	1	0	next
disjunction	positive	30	T_blue	hit	J	5127	2	2610622	1	5167	1	0	next
disjunction	positive	1	S_brown	hit	J	9182	2	2641124	1	9334	1	0	next
disjunction	positive	15	X_blue	hit	J	6036	2	2675793	1	6167	1	0	next
disjunction	positive	5	S_brown	hit	J	7816	2	2707295	1	8001	1	0	next
disjunction	negative	30	Null	hit	F	35441	2	2740630	1	35502	1	0	next
disjunction	positive	30	S_green	hit	J	8522	2	2801467	1	8667	1	0	next
disjunction	negative	1	Null	incorrect	J	6682	2	2835469	1	6834	1	0	next
disjunction	negative	1	Null	hit	F	9718	2	2867638	1	9834	1	0	next
disjunction	negative	30	Null	hit	F	14226	2	2902807	1	14334	1	0	next
disjunction	positive	1	T_blue	hit	J	6076	2	2942476	1	6167	1	0	next
disjunction	positive	30	S_green	incorrect	F	35696	2	2973978	1	35836	1	0	next
disjunction	positive	15	X_blue	hit	J	5411	2	3035149	1	5500	1	0	next
disjunction	positive	30	S_brown	hit	J	11376	2	3065984	1	11501	1	0	next
disjunction	negative	15	Null	hit	F	18057	2	3102820	1	18168	1	0	next
disjunction	positive	1	S_green	hit	J	7355	2	3146323	1	7500	1	0	next
disjunction	positive	5	S_brown	hit	J	5881	2	3179158	1	6000	1	0	next
disjunction	positive	15	S_green	incorrect	F	17432	2	3210494	1	17501	1	0	next
disjunction	positive	30	T_blue	hit	J	10273	2	3253330	1	10334	1	0	next
disjunction	negative	1	Null	hit	F	27884	2	3288999	1	28002	1	0	next
disjunction	negative	30	Null	hit	F	19028	2	3342335	1	19168	1	0	next
disjunction	positive	5	X_blue	hit	J	4930	2	3386838	1	5000	1	0	next
disjunction	positive	1	S_brown	hit	J	4192	2	3417174	1	4334	1	0	next
disjunction	negative	15	Null	hit	F	9888	2	3446842	1	10001	1	0	next
disjunction	negative	5	Null	hit	F	5433	2	3482178	1	5500	1	0	next
disjunction	negative	1	Null	hit	F	9317	2	3513013	1	9501	1	0	next
disjunction	negative	30	Null	hit	F	15283	2	3547849	1	15334	1	0	next
disjunction	positive	1	S_green	hit	J	6456	2	3588518	1	6500	1	0	next
disjunction	positive	30	S_green	hit	J	8541	2	3620353	1	8667	1	0	next
disjunction	positive	30	T_blue	hit	J	5415	2	3654355	1	5500	1	0	next
disjunction	negative	5	Null	hit	F	23863	2	3685191	1	24002	1	0	next
disjunction	positive	1	S_green	hit	J	10049	2	3734527	1	10167	1	0	next
disjunction	positive	5	T_blue	hit	J	5584	2	3770029	1	5667	1	0	next
disjunction	positive	1	T_blue	hit	J	5144	2	3801031	1	5334	1	0	next
disjunction	negative	15	Null	hit	F	8080	2	3831700	1	8167	1	0	next
disjunction	negative	30	Null	hit	F	14897	2	3865202	1	15001	1	0	next
disjunction	negative	5	Null	hit	F	6560	2	3905538	1	6667	1	0	next
disjunction	negative	5	Null	hit	F	12321	2	3937540	1	12501	1	0	next
disjunction	negative	30	Null	hit	F	16248	2	3975376	1	16334	1	0	next
disjunction	positive	1	S_brown	hit	J	5137	2	4017045	1	5167	1	0	next
disjunction	negative	15	Null	hit	F	12234	2	4047547	1	12334	1	0	next
disjunction	negative	5	Null	hit	F	5288	2	4085216	1	5334	1	0	next
disjunction	negative	5	Null	hit	F	4857	2	4115885	1	5000	1	0	next
disjunction	positive	5	X_blue	hit	J	7647	2	4146220	1	7834	1	0	next
disjunction	positive	5	X_blue	hit	J	5676	2	4179389	1	5834	1	0	next
disjunction	positive	30	S_brown	hit	J	6347	2	4210558	1	6500	1	0	next
disjunction	positive	5	S_brown	incorrect	F	4113	2	4242393	1	4167	1	0	next
disjunction	positive	30	S_brown	hit	J	6294	2	4271895	1	6334	1	0	next
disjunction	positive	1	S_brown	hit	J	5825	2	4303564	1	6000	1	0	next
disjunction	negative	15	Null	incorrect	J	13850	2	4334899	1	14001	1	0	next
disjunction	positive	1	X_blue	hit	J	5237	2	4374235	1	5334	1	0	next
disjunction	negative	1	Null	hit	F	8970	2	4404904	1	9167	1	0	next
disjunction	negative	30	Null	hit	F	24225	2	4439406	1	24335	1	0	next
disjunction	negative	1	Null	hit	F	8158	2	4489076	1	8334	1	0	next
disjunction	negative	30	Null	hit	F	11129	2	4522744	1	11167	1	0	next
disjunction	negative	30	Null	hit	F	14471	2	4559247	1	14668	1	0	next
disjunction	negative	5	Null	hit	F	7589	2	4599249	1	7667	1	0	next
disjunction	negative	5	Null	hit	F	5470	2	4632252	1	5667	1	0	next
disjunction	negative	1	Null	hit	F	6783	2	4663253	1	6834	1	0	next
disjunction	negative	30	Null	hit	F	15578	2	4695422	1	15668	1	0	next
disjunction	negative	5	Null	hit	F	4816	2	4736425	1	5000	1	0	next
disjunction	negative	15	Null	hit	F	5040	2	4766760	1	5167	1	0	next
disjunction	negative	30	Null	hit	F	5742	2	4797262	1	5834	1	0	next
disjunction	negative	1	Null	hit	F	4810	2	4828431	1	5000	1	0	next
disjunction	negative	30	Null	hit	F	8881	2	4858766	1	9001	1	0	next
disjunction	negative	1	Null	hit	F	7341	2	4893102	1	7500	1	0	next
disjunction	negative	1	Null	hit	F	5866	2	4925937	1	6000	1	0	next
disjunction	negative	1	Null	hit	F	4933	2	4957272	1	5000	1	0	next
disjunction	negative	1	Null	hit	F	3400	2	4987608	1	3500	1	0	next
conjunction	negative	5	Null	hit	F	7748	2	5102782	1	7834	1	0	next
conjunction	negative	30	Null	hit	F	11862	2	5135950	1	12001	1	0	next
conjunction	negative	30	Null	hit	F	10524	2	5173286	1	10667	1	0	next
conjunction	negative	5	Null	hit	F	9561	2	5209289	1	9667	1	0	next
conjunction	negative	1	Null	hit	F	5124	2	5244291	1	5167	1	0	next
conjunction	negative	30	Null	hit	F	9339	2	5274793	1	9501	1	0	next
conjunction	positive	30	T_green	incorrect	F	9705	2	5309628	1	9834	1	0	next
conjunction	positive	30	T_green	hit	J	15017	2	5344797	1	15168	1	0	next
conjunction	positive	5	T_green	hit	J	12276	2	5385300	1	12334	1	0	next
conjunction	positive	5	T_green	hit	J	15570	2	5422969	1	15668	1	0	next
conjunction	positive	1	T_green	hit	J	5608	2	5463972	1	5667	1	0	next
conjunction	negative	30	Null	hit	F	11568	2	5494974	1	11667	1	0	next
conjunction	negative	1	Null	hit	F	7204	2	5531976	1	7334	1	0	next
conjunction	positive	15	T_green	hit	J	8616	2	5564645	1	8667	1	0	next
conjunction	positive	5	T_green	incorrect	F	6458	2	5598647	1	6500	1	0	next
conjunction	positive	15	T_green	hit	J	14944	2	5630482	1	15001	1	0	next
conjunction	negative	5	Null	hit	F	5649	2	5670818	1	5834	1	0	next
conjunction	positive	1	T_green	incorrect	F	5196	2	5701987	1	5334	1	0	next
conjunction	negative	15	Null	hit	F	13729	2	5732655	1	13834	1	0	next
conjunction	positive	1	T_green	hit	J	5604	2	5771825	1	5667	1	0	next
conjunction	negative	15	Null	hit	F	12200	2	5802827	1	12334	1	0	next
conjunction	negative	5	Null	hit	F	6373	2	5840496	1	6500	1	0	next
conjunction	positive	15	T_green	incorrect	F	10700	2	5872331	1	10834	1	0	next
conjunction	negative	15	Null	hit	F	12934	2	5908500	1	13001	1	0	next
conjunction	negative	30	Null	hit	F	16514	2	5946836	1	16668	1	0	next
conjunction	negative	5	Null	hit	F	7632	2	5988839	1	7667	1	0	next
conjunction	positive	1	T_green	hit	J	5031	2	6021841	1	5167	1	0	next
conjunction	negative	30	Null	hit	F	13573	2	6052343	1	13668	1	0	next
conjunction	positive	30	T_green	incorrect	F	10252	2	6091345	1	10334	1	0	next
conjunction	negative	30	Null	hit	F	29141	2	6127014	1	29335	1	0	next
conjunction	negative	1	Null	hit	F	6471	2	6181684	1	6500	1	0	next
conjunction	negative	1	Null	hit	F	5041	2	6213520	1	5167	1	0	next
conjunction	negative	1	Null	incorrect	J	6216	2	6244022	1	6334	1	0	next
conjunction	positive	15	T_green	hit	J	10551	2	6275690	1	10667	1	0	next
conjunction	negative	30	Null	hit	F	13585	2	6311693	1	13668	1	0	next
conjunction	positive	30	T_green	incorrect	F	10426	2	6350695	1	10501	1	0	next
conjunction	positive	1	T_green	hit	J	6273	2	6386531	1	6334	1	0	next
conjunction	negative	5	Null	hit	F	8363	2	6418199	1	8501	1	0	next
conjunction	positive	1	T_green	hit	J	7652	2	6452035	1	7834	1	0	next
conjunction	positive	1	T_green	hit	J	4558	2	6485204	1	4667	1	0	next
conjunction	positive	30	T_green	hit	J	19041	2	6515206	1	19168	1	0	next
conjunction	negative	5	Null	hit	F	8462	2	6559709	1	8501	1	0	next
conjunction	negative	30	Null	hit	F	22146	2	6593544	1	22335	1	0	next
conjunction	negative	1	Null	hit	F	7913	2	6641214	1	8001	1	0	next
conjunction	negative	15	Null	hit	F	16659	2	6674549	1	16834	1	0	next
conjunction	positive	5	T_green	hit	J	10652	2	6716719	1	10834	1	0	next
conjunction	positive	1	T_green	hit	J	5368	2	6752888	1	5500	1	0	next
conjunction	positive	1	T_green	hit	J	4929	2	6783723	1	5000	1	0	next
conjunction	negative	30	Null	hit	F	23878	2	6814058	1	24002	1	0	next
conjunction	positive	30	T_green	incorrect	F	15340	2	6863395	1	15501	1	0	next
conjunction	positive	15	T_green	hit	J	11946	2	6904231	1	12001	1	0	next
conjunction	negative	1	Null	hit	F	6770	2	6941566	1	6834	1	0	next
conjunction	negative	1	Null	hit	F	7244	2	6973735	1	7334	1	0	next
conjunction	positive	5	T_green	hit	J	7217	2	7006404	1	7334	1	0	next
conjunction	positive	1	T_green	hit	J	4308	2	7039073	1	4500	1	0	next
conjunction	negative	1	Null	incorrect	J	3750	2	7068908	1	3834	1	0	next
conjunction	positive	30	T_green	incorrect	F	25783	2	7098076	1	25835	1	0	next
conjunction	positive	15	T_green	incorrect	F	27896	2	7149246	1	28002	1	0	next
conjunction	negative	5	Null	hit	F	9925	2	7202583	1	10001	1	0	next
conjunction	positive	15	T_green	hit	J	16505	2	7237919	1	16668	1	0	next
conjunction	positive	5	T_green	hit	J	9064	2	7279921	1	9167	1	0	next
conjunction	negative	30	Null	hit	F	19521	2	7314424	1	19668	1	0	next
conjunction	negative	1	Null	hit	F	8762	2	7359427	1	8834	1	0	next
conjunction	positive	1	T_green	hit	J	4191	2	7393595	1	4334	1	0	next
conjunction	negative	1	Null	incorrect	J	5730	2	7423264	1	5834	1	0	next
conjunction	negative	5	Null	hit	F	10557	2	7454433	1	10667	1	0	next
conjunction	negative	1	Null	hit	F	7353	2	7490435	1	7500	1	0	next
conjunction	negative	5	Null	hit	F	13401	2	7523270	1	13501	1	0	next
conjunction	positive	1	T_green	hit	J	7364	2	7562106	1	7500	1	0	next
conjunction	negative	30	Null	hit	F	19494	2	7594942	1	19668	1	0	next
conjunction	positive	30	T_green	incorrect	F	22490	2	7639945	1	22668	1	0	next
conjunction	positive	15	T_green	hit	J	16570	2	7687948	1	16668	1	0	next
conjunction	positive	30	T_green	hit	J	14885	2	7729950	1	15001	1	0	next
conjunction	positive	1	T_green	hit	J	4953	2	7770286	1	5000	1	0	next
conjunction	negative	5	Null	hit	F	6935	2	7800621	1	7000	1	0	next
conjunction	positive	15	T_green	incorrect	F	7242	2	7832957	1	7334	1	0	next
conjunction	negative	5	Null	hit	F	14736	2	7865626	1	14834	1	0	next
conjunction	positive	1	T_green	hit	J	5286	2	7905795	1	5334	1	0	next
conjunction	negative	30	Null	hit	F	24378	2	7936464	1	24502	1	0	next
conjunction	negative	15	Null	hit	F	16945	2	7986300	1	17001	1	0	next
conjunction	negative	5	Null	hit	F	10766	2	8028636	1	10834	1	0	next
conjunction	negative	30	Null	hit	F	21481	2	8064805	1	21668	1	0	next
conjunction	positive	15	T_green	incorrect	F	12082	2	8111808	1	12167	1	0	next
conjunction	negative	15	Null	hit	F	20017	2	8149311	1	20168	1	0	next
conjunction	negative	5	Null	hit	F	16276	2	8194813	1	16334	1	0	next
conjunction	negative	5	Null	hit	F	9645	2	8236483	1	9834	1	0	next
conjunction	positive	15	T_green	hit	J	13039	2	8271652	1	13167	1	0	next
conjunction	negative	30	Null	hit	F	9101	2	8310154	1	9167	1	0	next
conjunction	positive	15	T_green	incorrect	F	9157	2	8344656	1	9334	1	0	next
conjunction	negative	30	Null	hit	F	22646	2	8379325	1	22835	1	0	next
conjunction	positive	30	T_green	hit	J	11121	2	8427495	1	11167	1	0	next
conjunction	positive	1	T_green	hit	J	7577	2	8463997	1	7667	1	0	next
conjunction	negative	15	Null	hit	F	7536	2	8497000	1	7667	1	0	next
conjunction	negative	15	Null	hit	F	20298	2	8530002	1	20335	1	0	next
conjunction	positive	1	T_green	hit	J	6466	2	8575671	1	6500	1	0	next
conjunction	positive	15	T_green	incorrect	F	10634	2	8607507	1	10667	1	0	next
conjunction	negative	1	Null	hit	F	13189	2	8643509	1	13334	1	0	next
conjunction	positive	15	T_green	incorrect	F	12925	2	8682178	1	13001	1	0	next
conjunction	positive	30	T_green	hit	J	22113	2	8720514	1	22168	1	0	next
conjunction	positive	15	T_green	hit	J	11089	2	8768017	1	11167	1	0	next
conjunction	negative	5	Null	hit	F	7067	2	8804519	1	7167	1	0	next
conjunction	positive	5	T_green	hit	J	7365	2	8837021	1	7501	1	0	next
conjunction	positive	5	T_green	hit	J	7171	2	8869857	1	7334	1	0	next
conjunction	negative	1	Null	hit	F	9379	2	8902526	1	9501	1	0	next
conjunction	negative	1	Null	incorrect	J	5425	2	8937361	1	5500	1	0	next
conjunction	negative	15	Null	hit	F	13472	2	8968196	1	13668	1	0	next
conjunction	negative	15	Null	hit	F	14472	2	9007199	1	14668	1	0	next
conjunction	negative	15	Null	hit	F	14787	2	9047202	1	14834	1	0	next
conjunction	positive	30	T_green	hit	J	16382	2	9087371	1	16501	1	0	next
conjunction	positive	30	T_green	hit	J	12623	2	9129207	1	12667	1	0	next
conjunction	positive	5	T_green	hit	J	9342	2	9167209	1	9501	1	0	next
conjunction	positive	15	T_green	hit	J	11951	2	9202045	1	12001	1	0	next
conjunction	negative	15	Null	hit	F	9492	2	9239380	1	9667	1	0	next
conjunction	positive	5	T_green	hit	J	8412	2	9274383	1	8501	1	0	next
conjunction	negative	1	Null	hit	F	7696	2	9308218	1	7834	1	0	next
conjunction	positive	30	T_green	hit	J	9889	2	9341387	1	10001	1	0	next
conjunction	negative	15	Null	hit	F	9758	2	9376723	1	9834	1	0	next
conjunction	positive	30	T_green	hit	J	11230	2	9411892	1	11334	1	0	next
conjunction	negative	15	Null	hit	F	7518	2	9448561	1	7667	1	0	next
conjunction	negative	15	Null	hit	F	11479	2	9481563	1	11667	1	0	next
conjunction	negative	15	Null	hit	F	8077	2	9518565	1	8167	1	0	next
conjunction	positive	30	T_green	incorrect	F	16014	2	9552067	1	16168	1	0	next
conjunction	positive	5	T_green	hit	J	12112	2	9593570	1	12167	1	0	next
conjunction	positive	5	T_green	hit	J	12055	2	9631072	1	12167	1	0	next
conjunction	positive	5	T_green	hit	J	14392	2	9668575	1	14501	1	0	next
conjunction	positive	5	T_green	hit	J	7354	2	9708411	1	7500	1	0	next
conjunction	positive	5	T_green	hit	J	6200	2	9741246	1	6334	1	0	next
conjunction	positive	5	T_green	hit	J	8932	2	9772915	1	9001	1	0	next
conjunction	negative	1	Null	hit	F	6817	2	9917757	1	7000	1	0	next
conjunction	negative	15	Null	hit	F	16238	2	9950093	1	16334	1	0	next
conjunction	negative	30	Null	hit	F	24812	2	9991762	1	25002	1	0	next
conjunction	positive	1	T_green	hit	J	3919	2	10042099	1	4000	1	0	next
conjunction	negative	1	Null	hit	F	6264	2	10071434	1	6334	1	0	next
conjunction	negative	15	Null	hit	F	10753	2	10103103	1	10834	1	0	next
conjunction	negative	5	Null	hit	F	5784	2	10139272	1	5834	1	0	next
conjunction	positive	1	T_green	hit	J	5017	2	10170440	1	5167	1	0	next
conjunction	positive	1	T_green	hit	J	4438	2	10200942	1	4500	1	0	next
conjunction	positive	15	T_green	incorrect	F	5965	2	10230777	1	6000	1	0	next
conjunction	positive	30	T_green	hit	J	11266	2	10262113	1	11334	1	0	next
conjunction	negative	30	Null	hit	F	21643	2	10298782	1	21835	1	0	next
conjunction	positive	5	T_green	hit	J	9351	2	10345952	1	9501	1	0	next
conjunction	negative	1	Null	hit	F	6355	2	10380787	1	6500	1	0	next
conjunction	negative	1	Null	hit	F	5560	2	10412623	1	5667	1	0	next
conjunction	positive	15	T_green	incorrect	F	6079	2	10443624	1	6167	1	0	next
conjunction	positive	30	T_green	hit	J	7058	2	10475127	1	7167	1	0	next
conjunction	negative	15	Null	hit	F	12158	2	10507629	1	12334	1	0	next
conjunction	positive	15	T_green	hit	J	6492	2	10545298	1	6667	1	0	next
conjunction	positive	30	T_green	incorrect	F	19129	2	10577300	1	19168	1	0	next
conjunction	negative	30	Null	incorrect	J	19909	2	10621803	1	20001	1	0	next
conjunction	positive	1	T_green	hit	J	5293	2	10667139	1	5334	1	0	next
conjunction	negative	15	Null	hit	F	13822	2	10697807	1	14001	1	0	next
conjunction	negative	5	Null	hit	F	5214	2	10737143	1	5334	1	0	next
conjunction	positive	1	T_green	hit	J	5104	2	10767812	1	5167	1	0	next
conjunction	negative	5	Null	hit	F	5639	2	10798314	1	5834	1	0	next
conjunction	negative	15	Null	hit	F	11756	2	10829483	1	11834	1	0	next
conjunction	negative	1	Null	hit	F	6102	2	10866652	1	6167	1	0	next
conjunction	positive	1	T_green	hit	J	5806	2	10898154	1	6000	1	0	next
conjunction	positive	30	T_green	hit	J	8390	2	10929489	1	8501	1	0	next
conjunction	negative	5	Null	hit	F	4953	2	10963325	1	5000	1	0	next
conjunction	positive	1	T_green	hit	J	6462	2	10993660	1	6500	1	0	next
conjunction	positive	30	T_green	incorrect	F	15106	2	11025495	1	15168	1	0	next
conjunction	negative	30	Null	hit	F	21806	2	11065998	1	22001	1	0	next
conjunction	negative	15	Null	hit	F	12867	2	11113334	1	13001	1	0	next
conjunction	positive	30	T_green	incorrect	F	17416	2	11151670	1	17501	1	0	next
conjunction	positive	5	T_green	hit	J	8176	2	11194506	1	8334	1	0	next
conjunction	negative	1	Null	hit	F	7309	2	11228175	1	7500	1	0	next
conjunction	positive	5	T_green	hit	J	5676	2	11261010	1	5834	1	0	next
conjunction	negative	30	Null	hit	F	10346	2	11292179	1	10501	1	0	next
conjunction	positive	1	T_green	hit	J	4755	2	11328015	1	4834	1	0	next
conjunction	positive	15	T_green	hit	J	6586	2	11358183	1	6667	1	0	next
conjunction	negative	1	Null	hit	F	5467	2	11390185	1	5500	1	0	next
conjunction	positive	5	T_green	hit	J	5028	2	11421021	1	5167	1	0	next
conjunction	negative	1	Null	hit	F	5088	2	11451522	1	5167	1	0	next
conjunction	negative	15	Null	hit	F	6909	2	11482024	1	7000	1	0	next
conjunction	positive	15	T_green	incorrect	F	6417	2	11514360	1	6500	1	0	next
conjunction	positive	15	T_green	hit	J	6257	2	11546195	1	6334	1	0	next
conjunction	negative	1	Null	hit	F	6592	2	11577864	1	6667	1	0	next
conjunction	positive	5	T_green	hit	J	4833	2	11609866	1	5000	1	0	next
conjunction	negative	5	Null	hit	F	7617	2	11640201	1	7667	1	0	next
conjunction	negative	1	Null	hit	F	6454	2	11673203	1	6500	1	0	next
conjunction	positive	30	T_green	incorrect	F	16697	2	11705039	1	16834	1	0	next
conjunction	negative	5	Null	hit	F	7011	2	11747208	1	7167	1	0	next
conjunction	positive	30	T_green	incorrect	F	23791	2	11779710	1	23835	1	0	next
conjunction	negative	5	Null	hit	F	13821	2	11828880	1	14001	1	0	next
conjunction	positive	15	T_green	incorrect	F	24729	2	11868216	1	24835	1	0	next
conjunction	positive	1	T_green	hit	J	5918	2	11918386	1	6000	1	0	next
conjunction	negative	15	Null	hit	F	15861	2	11949721	1	16001	1	0	next
conjunction	positive	1	T_green	hit	J	5887	2	11991057	1	6000	1	0	next
conjunction	positive	1	T_green	hit	J	5111	2	12022392	1	5167	1	0	next
conjunction	positive	1	T_green	hit	J	4053	2	12052894	1	4167	1	0	next
conjunction	negative	5	Null	hit	F	6874	2	12082396	1	7000	1	0	next
conjunction	positive	15	T_green	incorrect	F	14057	2	12114732	1	14168	1	0	next
conjunction	negative	1	Null	incorrect	J	5916	2	12154234	1	6000	1	0	next
conjunction	positive	5	T_green	hit	J	9142	2	12185570	1	9334	1	0	next
conjunction	negative	30	Null	hit	F	22152	2	12220239	1	22335	1	0	next
conjunction	negative	15	Null	hit	F	15446	2	12267908	1	15501	1	0	next
conjunction	negative	1	Null	hit	F	8686	2	12308744	1	8834	1	0	next
conjunction	positive	1	T_green	hit	J	5882	2	12342913	1	6000	1	0	next
conjunction	positive	5	T_green	hit	J	9908	2	12374248	1	10001	1	0	next
conjunction	negative	30	Null	hit	F	17293	2	12409584	1	17334	1	0	next
conjunction	negative	30	Null	hit	F	13828	2	12452253	1	14001	1	0	next
conjunction	positive	5	T_green	hit	J	5686	2	12491589	1	5834	1	0	next
conjunction	positive	15	T_green	hit	J	12281	2	12522758	1	12334	1	0	next
conjunction	negative	5	Null	hit	F	9171	2	12560427	1	9334	1	0	next
conjunction	positive	15	T_green	hit	J	5702	2	12595096	1	5834	1	0	next
conjunction	negative	30	Null	hit	F	17899	2	12626265	1	18001	1	0	next
conjunction	positive	30	T_green	hit	J	7200	2	12669601	1	7334	1	0	next
conjunction	negative	5	Null	hit	F	7654	2	12702269	1	7834	1	0	next
conjunction	negative	5	Null	hit	F	6489	2	12735438	1	6667	1	0	next
conjunction	negative	5	Null	hit	F	5205	2	12767440	1	5334	1	0	next
conjunction	positive	15	T_green	hit	J	9900	2	12798109	1	10001	1	0	next
conjunction	positive	5	T_green	hit	J	5763	2	12833445	1	5834	1	0	next
conjunction	negative	1	Null	hit	F	5793	2	12864613	1	5834	1	0	next
conjunction	negative	5	Null	hit	F	8710	2	12895782	1	8834	1	0	next
conjunction	negative	5	Null	hit	F	7336	2	12929951	1	7501	1	0	next
conjunction	negative	5	Null	hit	F	5863	2	12962786	1	6000	1	0	next
conjunction	positive	5	T_green	hit	J	6528	2	12994122	1	6667	1	0	next
conjunction	positive	30	T_green	hit	J	7485	2	13026124	1	7667	1	0	next
conjunction	positive	15	T_green	hit	J	7605	2	13059126	1	7667	1	0	next
conjunction	negative	5	Null	incorrect	J	8364	2	13092128	1	8501	1	0	next
conjunction	positive	1	T_green	hit	J	5408	2	13125963	1	5500	1	0	next
conjunction	negative	30	Null	hit	F	19215	2	13156799	1	19335	1	0	next
conjunction	positive	15	T_green	hit	J	5749	2	13201468	1	5834	1	0	next
conjunction	positive	15	T_green	incorrect	F	9298	2	13232637	1	9334	1	0	next
conjunction	negative	30	Null	hit	F	32391	2	13267306	1	32502	1	0	next
conjunction	negative	1	Null	hit	F	6876	2	13325143	1	7000	1	0	next
conjunction	positive	30	T_green	hit	J	7020	2	13357478	1	7167	1	0	next
conjunction	positive	15	T_green	hit	J	5879	2	13389980	1	6000	1	0	next
